"","state","stab","year","congress","emp.10","emp.211","emp.486","emp.2121","emp.2212","emp.213111","emp.213112","emp.213113","emp.221112","cd_code","congressionaldistrict"
"929","13","GA",2003,108,510293.1921,0,52.622,0,687.89,0,0,0,0,"05","GA 5"
"930","13","GA",2004,108,513744.7981,0,54.524,0,654.288,0,0,0,0,"05","GA 5"
"931","13","GA",2005,109,523632.395,0,54.524,0,635.268,0,0,0,0,"05","GA 5"
"932","13","GA",2006,109,543629.4218,0,50.72,0,662.53,0,0,0,0,"05","GA 5"
"933","13","GA",2007,110,493383.345045604,0,21.4718261900106,0,522.655671649525,0,0,0,0,"05","GA 5"
"934","13","GA",2008,110,483228.890677604,0,21.9955292678157,0,527.368999349771,0,0,0,0,"05","GA 5"
"935","13","GA",2009,111,455824.299334045,0,23.042935423426,0,521.08456241611,0,0,0,0,"05","GA 5"
"936","13","GA",2010,111,455896.251162246,0,19.37701387879,0,527.689343369821,0,0,0,0,"05","GA 5"
"937","13","GA",2003,108,393425.3,0,24.3605,0,318.4475,0,0,0,0,"06","GA 6"
"938","13","GA",2004,108,396884.6958,0,25.241,0,302.892,0,0,0,0,"06","GA 6"
"939","13","GA",2005,109,407801.9348,0,25.241,0,294.087,0,0,0,0,"06","GA 6"
"940","13","GA",2006,109,418192.1829,0,23.48,0,306.7075,0,0,0,0,"06","GA 6"
"941","13","GA",2007,110,395972.220625766,0,9.96999172055908,0,242.684188710194,0,0,0,0,"06","GA 6"
"942","13","GA",2008,110,389268.333811821,0,10.2131622503288,0,244.872723478122,0,0,0,0,"06","GA 6"
"943","13","GA",2009,111,366634.402086018,0,10.6995033098683,0,241.954677120885,0,0,0,0,"06","GA 6"
"944","13","GA",2010,111,361785.056350617,0,8.99730960148014,0,288.034336620054,0,0,0,0,"06","GA 6"
"945","13","GA",2003,108,257798.7446,0,0,0,0,0,0,0,0,"07","GA 7"
"946","13","GA",2004,108,269549.7196,0,0,0,0,0,0,0,0,"07","GA 7"
"947","13","GA",2005,109,281162.5206,0,0,0,0,0,0,0,0,"07","GA 7"
"948","13","GA",2006,109,293796.1631,0,0,0,0,0,0,0,0,"07","GA 7"
"949","13","GA",2007,110,293764.175238125,0,0.446065819679946,0,10.8578948302582,0,0,0,0,"07","GA 7"
"950","13","GA",2008,110,288079.374539209,0,0.456945473818481,0,10.955811717505,0,0,0,0,"07","GA 7"
"951","13","GA",2009,111,269312.390730493,0,0.478704782095552,0,10.8252558678426,0,0,0,0,"07","GA 7"
"952","13","GA",2010,111,266851.616021471,0,0.402547203125805,0,10.7382186347343,0,0,0,0,"07","GA 7"
"953","13","GA",2003,108,230627.5664,0,2.2152,0,0,0,0,0,0,"08","GA 8"
"954","13","GA",2004,108,235903.6348,0,2.2152,0,0,0,0,0,0,"08","GA 8"
"955","13","GA",2005,109,242619.8994,0,2.3856,0,0,0,0,0,0,"08","GA 8"
"956","13","GA",2006,109,250468.198,0,0,0,0,0,0,0,0,"08","GA 8"
"957","13","GA",2007,110,250036.866758647,0,7.2508210719021,0,2.93379556479901,0,0,0,0,"08","GA 8"
"958","13","GA",2008,110,247445.909327117,0,6.77840778678991,0,2.96025263903067,0,0,0,0,"08","GA 8"
"959","13","GA",2009,111,234532.230230807,0,0.129345696243644,0,2.92497654005513,0,0,0,0,"08","GA 8"
"960","13","GA",2010,111,230231.670058682,0,0.108767971841246,0,2.9014591407381,0,0,0,0,"08","GA 8"
"961","13","GA",2003,108,199632.4536,0,0,0,0,0,0,0,0,"09","GA 9"
"962","13","GA",2004,108,207507.549,0,0,0,0,0,0,0,0,"09","GA 9"
"963","13","GA",2005,109,213417.8851,0,0,0,0,0,0,0,0,"09","GA 9"
"964","13","GA",2006,109,218774.3877,0,0,0,0,0,0,0,0,"09","GA 9"
"965","13","GA",2007,110,289011.950341612,0,0,0,0,0,0,0,0,"09","GA 9"
"966","13","GA",2008,110,282232.699315897,0,0,0,0,0,0,0,0,"09","GA 9"
"967","13","GA",2009,111,258591.479189488,0,0,0,0,0,0,0,0,"09","GA 9"
"968","13","GA",2010,111,257272.2229541,0,0,0,0,0,0,0,0,"09","GA 9"
"969","13","GA",2003,108,264676.2341,0,0,0,0,0,0,0,0,"10","GA 10"
"970","13","GA",2004,108,270110.6914,0,0,0,0,0,0,0,0,"10","GA 10"
"971","13","GA",2005,109,277557.7611,0,0,0,0,0,0,0,0,"10","GA 10"
"972","13","GA",2006,109,288485.6471,0,0,0,0,0,0,0,0,"10","GA 10"
"973","13","GA",2007,110,244486.389699442,0,0,0,0,0,0,0,0,"10","GA 10"
"974","13","GA",2008,110,241135.329674309,0,0,0,0,0,0,0,0,"10","GA 10"
"975","13","GA",2009,111,226958.219176724,0,0,0,0,0,0,0,0,"10","GA 10"
"976","13","GA",2010,111,224538.551429013,0,0,0,0,0,0,0,0,"10","GA 10"
"977","13","GA",2003,108,260807.4228,0,0,0,0,0,0,0,0,"11","GA 11"
"978","13","GA",2004,108,264113.7,0,0,0,0,0,0,0,0,"11","GA 11"
"979","13","GA",2005,109,270665.5825,0,0,0,0,0,0,0,0,"11","GA 11"
"980","13","GA",2006,109,273993.3554,0,0,0,0,0,0,0,0,"11","GA 11"
"981","13","GA",2007,110,324144.274576768,0,3.74175483792834,0,88.7374474447556,0,0,0,0,"11","GA 11"
"982","13","GA",2008,110,319613.028061521,0,3.82425488660261,0,89.5376849467624,0,0,0,0,"11","GA 11"
"983","13","GA",2009,111,300122.215503917,0,3.91227223203331,0,88.4707016107533,0,0,0,0,"11","GA 11"
"984","13","GA",2010,111,295496.495404715,0,3.28986528602801,0,126.285998582313,0,0,0,0,"11","GA 11"
"985","13","GA",2003,108,295643.0132,0,0,0,0,0,0,0,0,"12","GA 12"
"986","13","GA",2004,108,298619.8589,0,0,0,0,0,0,0,0,"12","GA 12"
"987","13","GA",2005,109,305202.6822,0,0,0,0,0,0,0,0,"12","GA 12"
"988","13","GA",2006,109,310096.1576,0,0,0,0,0,0,0,0,"12","GA 12"
"989","13","GA",2007,110,291809.057137136,0,3.6332472438477,0,0,0,0,0,0,"12","GA 12"
"990","13","GA",2008,110,290062.09765796,0,3.39103076092452,0,0,0,0,0,0,"12","GA 12"
"991","13","GA",2009,111,277434.714479911,0,0,0,0,0,0,0,0,"12","GA 12"
"992","13","GA",2010,111,273370.106645766,0,0,0,0,0,0,0,0,"12","GA 12"
"993","13","GA",2003,108,303477.7048,0,6.0092,0,78.554,0,0,0,0,"13","GA 13"
"994","13","GA",2004,108,306445.9879,0,6.2264,0,74.7168,0,0,0,0,"13","GA 13"
"995","13","GA",2005,109,314703.3721,0,6.2264,0,72.5448,0,0,0,0,"13","GA 13"
"996","13","GA",2006,109,320252.5176,0,5.792,0,75.658,0,0,0,0,"13","GA 13"
"997","13","GA",2007,110,329138.241159676,0,4.71611363188215,0,108.580932335555,0,0,0,0,"13","GA 13"
"998","13","GA",2008,110,323437.502839139,0,4.80788723282889,0,109.560119100104,0,0,0,0,"13","GA 13"
"999","13","GA",2009,111,304851.56724454,0,4.78713529335111,0,108.254536747372,0,0,0,0,"13","GA 13"
"1000","13","GA",2010,111,300798.571718612,0,4.02554558759071,0,122.629462789487,0,0,0,0,"13","GA 13"
"1001","15","HI",2003,108,288886.07,0,0,0,0,0,0,0,0,"01","HI 1"
"1002","15","HI",2004,108,295690.575,0,0,0,0,0,0,0,0,"01","HI 1"
"1003","15","HI",2005,109,304849.58,0,0,0,0,0,0,0,0,"01","HI 1"
"1004","15","HI",2006,109,311328.61,0,0,0,0,0,0,0,0,"01","HI 1"
"1005","15","HI",2007,110,312482.315,0,0,0,0,0,0,0,0,"01","HI 1"
"1006","15","HI",2008,110,310421.435,0,0,0,0,0,0,0,0,"01","HI 1"
"1007","15","HI",2009,111,300058.865,0,0,0,0,0,0,0,0,"01","HI 1"
"1008","15","HI",2010,111,297992.445,0,0,0,0,0,0,0,0,"01","HI 1"
"1009","15","HI",2003,108,280278.93,0,0,0,0,0,0,0,351,"02","HI 2"
"1010","15","HI",2004,108,289113.425,0,0,0,0,0,0,0,356,"02","HI 2"
"1011","15","HI",2005,109,298419.42,0,0,0,0,0,0,0,0,"02","HI 2"
"1012","15","HI",2006,109,306332.39,0,0,0,0,0,0,0,0,"02","HI 2"
"1013","15","HI",2007,110,312595.685,0,0,0,0,0,0,0,0,"02","HI 2"
"1014","15","HI",2008,110,308327.565,0,0,0,0,0,0,0,0,"02","HI 2"
"1015","15","HI",2009,111,291340.135,0,0,0,0,0,0,0,0,"02","HI 2"
"1016","15","HI",2010,111,288012.555,0,0,0,0,0,0,0,0,"02","HI 2"
"1017","16","ID",2003,108,277624.81,0,0,0,0,0,0,0,0,"01","ID 1"
"1018","16","ID",2004,108,287509.194,0,0,0,0,0,0,0,0,"01","ID 1"
"1019","16","ID",2005,109,300942.114,0,0,0,0,0,0,0,0,"01","ID 1"
"1020","16","ID",2006,109,316355.686,0,0,0,0,0,0,0,0,"01","ID 1"
"1021","16","ID",2007,110,323752.12,0,0,0,0,0,0,0,0,"01","ID 1"
"1022","16","ID",2008,110,318251.022,0,0,0,0,0,0,0,0,"01","ID 1"
"1023","16","ID",2009,111,297652.642,0,0,0,0,0,0,0,0,"01","ID 1"
"1024","16","ID",2010,111,294045.09,0,0,0,0,0,0,0,0,"01","ID 1"
"1025","16","ID",2003,108,292425.19,0,0,0,0,0,0,0,0,"02","ID 2"
"1026","16","ID",2004,108,298654.806,0,0,0,0,0,0,0,0,"02","ID 2"
"1027","16","ID",2005,109,310153.886,0,0,0,0,0,0,0,0,"02","ID 2"
"1028","16","ID",2006,109,323823.314,0,0,0,0,0,0,0,0,"02","ID 2"
"1029","16","ID",2007,110,332619.88,0,0,0,0,0,0,0,0,"02","ID 2"
"1030","16","ID",2008,110,330313.978,0,0,0,0,0,0,0,0,"02","ID 2"
"1031","16","ID",2009,111,312088.358,0,0,0,0,0,0,0,0,"02","ID 2"
"1032","16","ID",2010,111,307314.91,0,0,0,0,0,0,0,0,"02","ID 2"
"1033","17","IL",2003,108,306166.0608,0,7.7824,0,299.136,0,8.2688,0,0,"01","IL 1"
"1034","17","IL",2004,108,303916.4608,0,7.4176,0,294.6368,0,3.1616,0,0,"01","IL 1"
"1035","17","IL",2005,109,304857.1584,0,8.2688,0,278.8288,0,3.4048,0,0,"01","IL 1"
"1036","17","IL",2006,109,308037.6064,0,8.6336,0,271.776,0,0,0,0,"01","IL 1"
"1037","17","IL",2007,110,307596.8064,0,9.12,0,269.5872,0,0,0,0,"01","IL 1"
"1038","17","IL",2008,110,304174.496,0,9.2416,0,268.128,0,4.6208,3.8912,0,"01","IL 1"
"1039","17","IL",2009,111,288894.7264,0,8.6336,0,268.2496,0,4.7424,0,0,"01","IL 1"
"1040","17","IL",2010,111,285213.6512,0,9.4848,0,0,0,4.1344,0,0,"01","IL 1"
"1041","17","IL",2003,108,304294.0524,0,8.7568,0,294.216,0,9.4432,0,0,"02","IL 2"
"1042","17","IL",2004,108,302249.5164,0,8.3356,0,289.7908,0,4.5864,0,0,"02","IL 2"
"1043","17","IL",2005,109,303336.0044,0,9.5264,0,274.2428,0,3.3488,0,0,"02","IL 2"
"1044","17","IL",2006,109,306707.4192,0,10.4676,0,267.306,0,0,0,0,"02","IL 2"
"1045","17","IL",2007,110,306511.3636,0,11.1124,0,265.1532,0,0,0,0,"02","IL 2"
"1046","17","IL",2008,110,303248.5924,0,11.856,0,263.718,0,4.5448,3.8272,0,"02","IL 2"
"1047","17","IL",2009,111,288074.5972,0,11.3828,0,263.8376,0,4.6644,0,0,"02","IL 2"
"1048","17","IL",2010,111,284543.7556,0,12.2408,0,0,0,4.7944,0,0,"02","IL 2"
"1049","17","IL",2003,108,306166.0608,0,7.7824,0,299.136,0,8.2688,0,0,"03","IL 3"
"1050","17","IL",2004,108,303916.4608,0,7.4176,0,294.6368,0,3.1616,0,0,"03","IL 3"
"1051","17","IL",2005,109,304857.1584,0,8.2688,0,278.8288,0,3.4048,0,0,"03","IL 3"
"1052","17","IL",2006,109,308037.6064,0,8.6336,0,271.776,0,0,0,0,"03","IL 3"
"1053","17","IL",2007,110,307596.8064,0,9.12,0,269.5872,0,0,0,0,"03","IL 3"
"1054","17","IL",2008,110,304174.496,0,9.2416,0,268.128,0,4.6208,3.8912,0,"03","IL 3"
"1055","17","IL",2009,111,288894.7264,0,8.6336,0,268.2496,0,4.7424,0,0,"03","IL 3"
"1056","17","IL",2010,111,285213.6512,0,9.4848,0,0,0,4.1344,0,0,"03","IL 3"
"1057","17","IL",2003,108,306166.0608,0,7.7824,0,299.136,0,8.2688,0,0,"04","IL 4"
"1058","17","IL",2004,108,303916.4608,0,7.4176,0,294.6368,0,3.1616,0,0,"04","IL 4"
"1059","17","IL",2005,109,304857.1584,0,8.2688,0,278.8288,0,3.4048,0,0,"04","IL 4"
"1060","17","IL",2006,109,308037.6064,0,8.6336,0,271.776,0,0,0,0,"04","IL 4"
"1061","17","IL",2007,110,307596.8064,0,9.12,0,269.5872,0,0,0,0,"04","IL 4"
"1062","17","IL",2008,110,304174.496,0,9.2416,0,268.128,0,4.6208,3.8912,0,"04","IL 4"
"1063","17","IL",2009,111,288894.7264,0,8.6336,0,268.2496,0,4.7424,0,0,"04","IL 4"
"1064","17","IL",2010,111,285213.6512,0,9.4848,0,0,0,4.1344,0,0,"04","IL 4"
"1065","17","IL",2003,108,306166.0608,0,7.7824,0,299.136,0,8.2688,0,0,"05","IL 5"
"1066","17","IL",2004,108,303916.4608,0,7.4176,0,294.6368,0,3.1616,0,0,"05","IL 5"
"1067","17","IL",2005,109,304857.1584,0,8.2688,0,278.8288,0,3.4048,0,0,"05","IL 5"
"1068","17","IL",2006,109,308037.6064,0,8.6336,0,271.776,0,0,0,0,"05","IL 5"
"1069","17","IL",2007,110,307596.8064,0,9.12,0,269.5872,0,0,0,0,"05","IL 5"
"1070","17","IL",2008,110,304174.496,0,9.2416,0,268.128,0,4.6208,3.8912,0,"05","IL 5"
"1071","17","IL",2009,111,288894.7264,0,8.6336,0,268.2496,0,4.7424,0,0,"05","IL 5"
"1072","17","IL",2010,111,285213.6512,0,9.4848,0,0,0,4.1344,0,0,"05","IL 5"
"1073","17","IL",2003,108,382099.2888,0,1.9584,0,75.276,0,2.0808,0,0,"06","IL 6"
"1074","17","IL",2004,108,386736.5268,0,1.8666,0,74.1438,0,0.7956,0,0,"06","IL 6"
"1075","17","IL",2005,109,391520.8944,0,2.0808,0,70.1658,7.574,0.8568,0,0,"06","IL 6"
"1076","17","IL",2006,109,398316.5994,0,2.1726,0,68.391,7.574,0,0,0,"06","IL 6"
"1077","17","IL",2007,110,400466.5134,0,2.295,0,67.8402,0,0,0,0,"06","IL 6"
"1078","17","IL",2008,110,396650.906,0,2.3256,0,67.473,0,1.1628,0.9792,0,"06","IL 6"
"1079","17","IL",2009,111,370993.2534,0,2.1726,0,67.5036,0,1.1934,0,0,"06","IL 6"
"1080","17","IL",2010,111,366592.6282,0,2.3868,0,0,0,1.0404,0,0,"06","IL 6"
"1081","17","IL",2003,108,306166.0608,0,7.7824,0,299.136,0,8.2688,0,0,"07","IL 7"
"1082","17","IL",2004,108,303916.4608,0,7.4176,0,294.6368,0,3.1616,0,0,"07","IL 7"
"1083","17","IL",2005,109,304857.1584,0,8.2688,0,278.8288,0,3.4048,0,0,"07","IL 7"
"1084","17","IL",2006,109,308037.6064,0,8.6336,0,271.776,0,0,0,0,"07","IL 7"
"1085","17","IL",2007,110,307596.8064,0,9.12,0,269.5872,0,0,0,0,"07","IL 7"
"1086","17","IL",2008,110,304174.496,0,9.2416,0,268.128,0,4.6208,3.8912,0,"07","IL 7"
"1087","17","IL",2009,111,288894.7264,0,8.6336,0,268.2496,0,4.7424,0,0,"07","IL 7"
"1088","17","IL",2010,111,285213.6512,0,9.4848,0,0,0,4.1344,0,0,"07","IL 7"
"1089","17","IL",2003,108,303295.1438,0,2.6496,0,101.844,0,2.8152,0,0,"08","IL 8"
"1090","17","IL",2004,108,304316.5045,0,2.5254,0,100.3122,0,1.0764,0,0,"08","IL 8"
"1091","17","IL",2005,109,307612.2011,0,2.8152,0,94.9302,0,1.1592,0,0,"08","IL 8"
"1092","17","IL",2006,109,312243.9529,0,2.9394,0,92.529,0,0,0,0,"08","IL 8"
"1093","17","IL",2007,110,315085.8565,0,3.105,0,91.7838,0,0,0,0,"08","IL 8"
"1094","17","IL",2008,110,313678.878,0,3.1464,0,91.287,0,1.5732,1.3248,0,"08","IL 8"
"1095","17","IL",2009,111,296757.0133,0,2.9394,0,91.3284,0,1.6146,0,0,"08","IL 8"
"1096","17","IL",2010,111,290941.4585,0,3.2292,0,0,0,1.4076,0,0,"08","IL 8"
"1097","17","IL",2003,108,306166.0608,0,7.7824,0,299.136,0,8.2688,0,0,"09","IL 9"
"1098","17","IL",2004,108,303916.4608,0,7.4176,0,294.6368,0,3.1616,0,0,"09","IL 9"
"1099","17","IL",2005,109,304857.1584,0,8.2688,0,278.8288,0,3.4048,0,0,"09","IL 9"
"1100","17","IL",2006,109,308037.6064,0,8.6336,0,271.776,0,0,0,0,"09","IL 9"
"1101","17","IL",2007,110,307596.8064,0,9.12,0,269.5872,0,0,0,0,"09","IL 9"
"1102","17","IL",2008,110,304174.496,0,9.2416,0,268.128,0,4.6208,3.8912,0,"09","IL 9"
"1103","17","IL",2009,111,288894.7264,0,8.6336,0,268.2496,0,4.7424,0,0,"09","IL 9"
"1104","17","IL",2010,111,285213.6512,0,9.4848,0,0,0,4.1344,0,0,"09","IL 9"
"1105","17","IL",2003,108,314591.5859,0,4.032,0,154.98,0,4.284,0,0,"10","IL 10"
"1106","17","IL",2004,108,314021.0772,0,3.843,0,152.649,0,1.638,0,0,"10","IL 10"
"1107","17","IL",2005,109,316413.6885,0,4.284,0,144.459,0,1.764,0,0,"10","IL 10"
"1108","17","IL",2006,109,320179.8572,0,4.473,0,140.805,0,0,0,0,"10","IL 10"
"1109","17","IL",2007,110,322088.4641,0,4.725,0,139.671,0,0,0,0,"10","IL 10"
"1110","17","IL",2008,110,320340.326,0,4.788,0,138.915,0,2.394,2.016,0,"10","IL 10"
"1111","17","IL",2009,111,303810.5578,0,4.473,0,138.978,0,2.457,0,0,"10","IL 10"
"1112","17","IL",2010,111,298488.4553,0,4.914,0,0,0,2.142,0,0,"10","IL 10"
"1113","17","IL",2003,108,242065.5115,0,30.3531,0,0,0,36.0801,0,0,"11","IL 11"
"1114","17","IL",2004,108,247135.1177,0,28.635,0,0,0,40.6617,0,0,"11","IL 11"
"1115","17","IL",2005,109,253196.4604,0,38.3709,0,0,0,0,0,0,"11","IL 11"
"1116","17","IL",2006,109,262963.5177,0,54.4065,0,0,0,0,0,0,"11","IL 11"
"1117","17","IL",2007,110,271814.7527,0,58.9881,0,0,0,0,0,0,"11","IL 11"
"1118","17","IL",2008,110,273761.9187,0,76.1691,0,0,0,0,0,0,"11","IL 11"
"1119","17","IL",2009,111,264741.7663,0,79.6053,0,0,0,0,0,0,"11","IL 11"
"1120","17","IL",2010,111,267244.9159,0,80.178,0,0,0,20.0445,0,0,"11","IL 11"
"1121","17","IL",2003,108,230156.6376,3.276,22.932,0,0,0,0,0,0,"12","IL 12"
"1122","17","IL",2004,108,229470.1688,0,23.868,0,0,0,0,0,0,"12","IL 12"
"1123","17","IL",2005,109,232189.3424,0,25.74,0,0,0,0,0,0,"12","IL 12"
"1124","17","IL",2006,109,234452.1864,0,24.336,0,0,0,0,0,0,"12","IL 12"
"1125","17","IL",2007,110,236248.392,4.212,26.676,0,0,0,0,0,0,"12","IL 12"
"1126","17","IL",2008,110,235966.0376,3.744,26.208,9,0,0,0,0,0,"12","IL 12"
"1127","17","IL",2009,111,228276.1704,4.212,24.804,8,0,0,0,0,376,"12","IL 12"
"1128","17","IL",2010,111,228810.3608,0,24.804,19,0,0,0,0,0,"12","IL 12"
"1129","17","IL",2003,108,328901.3547,0,22.5685,0,39.36,0,26.6975,0,0,"13","IL 13"
"1130","17","IL",2004,108,335758.2343,0,21.301,0,38.768,0,29.2775,0,0,"13","IL 13"
"1131","17","IL",2005,109,342414.498,0,28.3235,0,36.688,5.6308,0.448,0,0,"13","IL 13"
"1132","17","IL",2006,109,352044.5824,0,39.7535,0,35.76,5.6308,0,0,0,"13","IL 13"
"1133","17","IL",2007,110,358308.7932,0,43.0695,0,35.472,0,0,0,0,"13","IL 13"
"1134","17","IL",2008,110,357679.941,0,55.2805,0,35.28,0,0.608,0.512,0,"13","IL 13"
"1135","17","IL",2009,111,336608.8627,0,57.6395,0,35.296,0,0.624,0,0,"13","IL 13"
"1136","17","IL",2010,111,335294.4103,0,58.158,0,0,0,14.7715,0,0,"13","IL 13"
"1137","17","IL",2003,108,294203.6247,0,0,0,0,0,0,0,0,"14","IL 14"
"1138","17","IL",2004,108,300883.1966,0,0,0,0,0,0,0,0,"14","IL 14"
"1139","17","IL",2005,109,308967.5785,0,0,0,0,0.7952,0,0,0,"14","IL 14"
"1140","17","IL",2006,109,316238.6063,0,0,0,0,0.7952,0,0,0,"14","IL 14"
"1141","17","IL",2007,110,321923.2376,0,0,0,0,0,0,0,0,"14","IL 14"
"1142","17","IL",2008,110,319152.2786,0,0,0,0,0,0,0,0,"14","IL 14"
"1143","17","IL",2009,111,299628.1726,0,0,0,0,0,0,0,0,"14","IL 14"
"1144","17","IL",2010,111,295579.3045,0,0,0,0,0,0,0,0,"14","IL 14"
"1145","17","IL",2003,108,270273.4191,79.7413,0,0,0,65.3771,114.4765,0,0,"15","IL 15"
"1146","17","IL",2004,108,269329.5234,88.3241,0,0,0,71.2133,122.1508,0,0,"15","IL 15"
"1147","17","IL",2005,109,271567.6156,87.91,0,0,0,76.0399,128.1297,0,96.3402,"15","IL 15"
"1148","17","IL",2006,109,272144.9927,57.648,0,0,0,92.4953,63.316,0,70.1983,"15","IL 15"
"1149","17","IL",2007,110,273601.8082,59.2061,0,0,0,97.3219,33.7613,0,69.9329,"15","IL 15"
"1150","17","IL",2008,110,271671.6059,65.9033,0,0,0,103.2889,28.963,0,69.004,"15","IL 15"
"1151","17","IL",2009,111,260570.5386,45.2061,0,0,0,99.5155,26.4937,0,68.8713,"15","IL 15"
"1152","17","IL",2010,111,259284.3665,42.9737,0,0,0,38.341,0,0,0,"15","IL 15"
"1153","17","IL",2003,108,265894.3417,0,0,0,0,0,0,0,0,"16","IL 16"
"1154","17","IL",2004,108,268229.0154,0,0,0,0,0,0,0,0,"16","IL 16"
"1155","17","IL",2005,109,269685.4058,0,0,0,0,0,0,0,0,"16","IL 16"
"1156","17","IL",2006,109,275051.0718,0,0,0,0,0,0,0,0,"16","IL 16"
"1157","17","IL",2007,110,279483.8353,0,0,0,0,0,0,0,0,"16","IL 16"
"1158","17","IL",2008,110,276613.0425,0,0,0,0,0,0,0,0,"16","IL 16"
"1159","17","IL",2009,111,255107.8848,0,0,0,0,0,0,0,0,"16","IL 16"
"1160","17","IL",2010,111,251138.8033,0,0,0,0,0,0,0,0,"16","IL 16"
"1161","17","IL",2003,108,259993.404,9.3293,0.3283,0,0,0,1.132,0,0,"17","IL 17"
"1162","17","IL",2004,108,258507.803,10.8672,0.3417,0,0,0,1.2452,0,0,"17","IL 17"
"1163","17","IL",2005,109,258835.7149,10.3012,0.3685,0,0,0,1.3584,0,444.2394,"17","IL 17"
"1164","17","IL",2006,109,259517.8271,9.056,0.3484,0,0,0,1.4716,0,323.6951,"17","IL 17"
"1165","17","IL",2007,110,260121.6082,9.4559,0.3819,0,0,0,1.8112,0,322.4713,"17","IL 17"
"1166","17","IL",2008,110,260160.6348,10.5812,0.3752,0,0,0,2.0376,0,318.188,"17","IL 17"
"1167","17","IL",2009,111,251067.983,12.6255,0.3551,176.932,0,0,3.1203,0,317.5761,"17","IL 17"
"1168","17","IL",2010,111,248449.5065,16.414,0.3551,194.8744,0,0,4.9472,0,0,"17","IL 17"
"1169","17","IL",2003,108,299672.0903,0,0,0,0,0,0,0,0,"18","IL 18"
"1170","17","IL",2004,108,300624.6598,0,0,0,0,0,0,0,0,"18","IL 18"
"1171","17","IL",2005,109,304202.5594,0,0,0,0,0,0,0,185.4204,"18","IL 18"
"1172","17","IL",2006,109,309440.2422,0,0,0,0,0,0,0,135.1066,"18","IL 18"
"1173","17","IL",2007,110,312383.7868,0,0,0,0,0,0,0,134.5958,"18","IL 18"
"1174","17","IL",2008,110,313975.3314,0,0,0,0,0,0,0,132.808,"18","IL 18"
"1175","17","IL",2009,111,299273.9634,0,0,0,0,0,0,0,132.5526,"18","IL 18"
"1176","17","IL",2010,111,297292.1345,0,0,0,0,0,0,0,0,"18","IL 18"
"1177","17","IL",2003,108,248907.5796,418.6534,57.7397,0,0,156.6229,270.3915,0,0,"19","IL 19"
"1178","17","IL",2004,108,245479.0013,379.8087,59.7903,0,62,197.7867,199.604,0,0,"19","IL 19"
"1179","17","IL",2005,109,245173.8206,446.7888,62.8915,0,58,212.9601,259.5119,0,0,"19","IL 19"
"1180","17","IL",2006,109,246691.3881,397.296,59.3156,0,0,242.5047,271.2124,0,0,"19","IL 19"
"1181","17","IL",2007,110,247049.9098,412.126,61.9421,0,0,253.6781,249.4275,0,0,"19","IL 19"
"1182","17","IL",2008,110,245439.0038,444.7715,64.4168,0,0,254.7111,301.9994,0,0,"19","IL 19"
"1183","17","IL",2009,111,237281.9133,423.9564,62.8409,178.068,0,239.4845,312.386,0,0,"19","IL 19"
"1184","17","IL",2010,111,237521.9589,452.6123,118.8409,196.1256,0,67.659,253.0528,0,0,"19","IL 19"
"1185","18","IN",2003,108,256911.766,0,0,0,0,0,0,0,0,"01","IN 1"
"1186","18","IN",2004,108,258727.459,0,0,0,0,0,0,0,0,"01","IN 1"
"1187","18","IN",2005,109,261885.9,0,0,0,0,0,0,0,0,"01","IN 1"
"1188","18","IN",2006,109,264117.403,0,0,0,0,0,0,0,0,"01","IN 1"
"1189","18","IN",2007,110,267283.039,0,0,0,0,0,0,0,0,"01","IN 1"
"1190","18","IN",2008,110,266004.97,0,0,0,0,0,0,0,0,"01","IN 1"
"1191","18","IN",2009,111,251871.782,0,0,0,0,0,0,0,0,"01","IN 1"
"1192","18","IN",2010,111,250083.314,0,0,0,0,0,0,0,0,"01","IN 1"
"1193","18","IN",2003,108,300131.394,0,0,0,0,0,0,0,23.0643,"02","IN 2"
"1194","18","IN",2004,108,304383.2311,0,0,0,0,0,0,0,24.0057,"02","IN 2"
"1195","18","IN",2005,109,306831.0316,0,0,0,0,0,0,0,23.535,"02","IN 2"
"1196","18","IN",2006,109,306229.4634,0,0,0,0,0,0,0,0,"02","IN 2"
"1197","18","IN",2007,110,305559.9432,0,0,0,0,0,0,0,0,"02","IN 2"
"1198","18","IN",2008,110,296796.8632,0,0,0,0,0,0,0,0,"02","IN 2"
"1199","18","IN",2009,111,270853.2834,0,0,0,0,0,0,0,0,"02","IN 2"
"1200","18","IN",2010,111,272912.4237,0,0,0,0,0,0,0,0,"02","IN 2"
"1201","18","IN",2003,108,344009.2358,0,0,0,0,0,0,0,25.9357,"03","IN 3"
"1202","18","IN",2004,108,350012.3798,0,0,0,0,0,0,0,26.9943,"03","IN 3"
"1203","18","IN",2005,109,353998.6039,0,0,0,0,0,0,0,26.465,"03","IN 3"
"1204","18","IN",2006,109,356975.7052,0,0,0,0,0,0,0,0,"03","IN 3"
"1205","18","IN",2007,110,355639.4046,0,0,0,0,0,0,0,0,"03","IN 3"
"1206","18","IN",2008,110,344725.7769,0,0,0,0,0,0,0,0,"03","IN 3"
"1207","18","IN",2009,111,313672.1456,0,0,0,0,0,0,0,0,"03","IN 3"
"1208","18","IN",2010,111,318389.2667,0,0,0,0,0,0,0,0,"03","IN 3"
"1209","18","IN",2003,108,263333.2821,0,0,0,50.0157,0,0,0,0,"04","IN 4"
